path,language,text_chars,internal_links,canonical,description,classification,reasons
report/travel/myanmar-magway.html,en,6289,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/korea-hanam.html,ja,3185,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/cote-divoire-tiebissou.html,ko,3117,6,True,True,maintain,기본 품질 기준 충족
report/travel/venezuela-valencia.html,en,6783,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/dominican-santo-domingo-este.html,ja,3191,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/french-guiana-kourou.html,ko,3339,7,True,True,maintain,기본 품질 기준 충족
report/travel/china-xuzhou.html,en,5866,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/romania-suceava.html,ja,3568,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/bhutan-thendhu.html,ko,3191,7,True,True,maintain,기본 품질 기준 충족
report/travel/korea-chuncheon.html,en,7311,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/bangladesh-coxsbazar.html,ja,3068,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/belarus-krugloe.html,ko,3332,7,True,True,maintain,기본 품질 기준 충족
report/travel/indonesia-samarinda.html,en,7341,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/mongolia-zuunmod.html,ja,3279,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/burkinafaso-dedougou.html,ko,3388,6,True,True,maintain,기본 품질 기준 충족
report/travel/cote-divoire-aboisso.html,en,7185,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/russia-ufa.html,ja,3526,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/monaco-la-condamine.html,ko,3359,7,True,True,maintain,기본 품질 기준 충족
report/travel/ireland-waterford.html,en,9237,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/nicaragua-tegucigalpa.html,ja,3125,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/cambodia-siemreap.html,ko,3858,7,True,True,maintain,기본 품질 기준 충족
report/travel/japan-hachioji.html,en,5488,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/korea-gurye.html,ja,3706,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/india-nashik.html,ko,2992,7,True,True,maintain,기본 품질 기준 충족
report/travel/eswatini-bigbend.html,en,7132,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/india-jaipur.html,ja,2939,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/benin-atlantique.html,ko,3765,7,True,True,maintain,기본 품질 기준 충족
report/travel/thailand-surin.html,en,5707,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/korea-danyang.html,ja,3540,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/benin-kandi.html,ko,3362,7,True,True,maintain,기본 품질 기준 충족
report/travel/marshall-namu.html,en,6834,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/india-faridabad.html,ja,2992,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/norway-hamar.html,ko,3411,6,True,True,maintain,기본 품질 기준 충족
report/travel/korea-tongyeong.html,en,7554,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/guyana-lethem.html,ja,3413,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/pakistan-chitral.html,ko,3694,7,True,True,maintain,기본 품질 기준 충족
report/travel/uk-luton.html,en,5476,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/togo-sokode.html,ja,3118,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/mexico-naucalpan.html,ko,3572,7,True,True,maintain,기본 품질 기준 충족
report/travel/malaysia-kuching.html,en,7962,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/japan-chiba.html,ja,2864,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/north-macedonia-delcevo.html,ko,3338,7,True,True,maintain,기본 품질 기준 충족
report/travel/spain-santa-coloma-de-gramenet.html,en,5978,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/cote-divoire-guiglo.html,ja,3451,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/israel-kfar-kasem.html,ko,3275,7,True,True,maintain,기본 품질 기준 충족
report/travel/drc-kananga.html,en,7764,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/costa-rica-alajuela.html,ja,3467,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/gambia-brikama.html,ko,3362,7,True,True,maintain,기본 품질 기준 충족
report/travel/bhutan-ha.html,en,7273,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/bangladesh-sherpur.html,ja,5676,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/korea-naju.html,ko,3010,6,True,True,maintain,기본 품질 기준 충족
report/travel/austria-feldkirch.html,en,7301,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/north-korea-muncheon.html,ja,3004,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/belize-san-ignacio.html,ko,3712,7,True,True,maintain,기본 품질 기준 충족
report/travel/sudan-elgadarif.html,en,6906,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/italy-taranto.html,ja,3270,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/el-salvador-usulutan.html,ko,3279,7,True,True,maintain,기본 품질 기준 충족
report/travel/uk-burystednunds.html,en,8012,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/spain-elche.html,ja,2847,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/korea-boseong.html,ko,3390,7,True,True,maintain,기본 품질 기준 충족
report/travel/czech-karlovy-vary.html,en,6996,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/ethiopia-jimma.html,ja,3590,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/netherland-breda.html,ko,2925,6,True,True,maintain,기본 품질 기준 충족
report/travel/benin-malanville.html,en,7609,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/japan-funabashi.html,ja,2961,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/korea-gyeongsan.html,ko,3167,7,True,True,maintain,기본 품질 기준 충족
report/travel/finland-kemi.html,en,7176,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/azerbaijan-ismayilli.html,ja,3081,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/belarus-kletsk.html,ko,3297,7,True,True,maintain,기본 품질 기준 충족
report/travel/algeria-saida.html,en,7004,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/equatorial-guinea-aconibe.html,ja,3090,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/monaco-montecarlo.html,ko,3355,7,True,True,maintain,기본 품질 기준 충족
report/travel/tunisia-sfax.html,en,6727,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/myanmar-nyaungshwe.html,ja,2999,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/zimbabwe-chinhoyi.html,ko,3635,6,True,True,maintain,기본 품질 기준 충족
report/travel/russia-sochi.html,en,7058,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/paraguay-aregua.html,ja,3019,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/ukraine-cherkasy.html,ko,3214,7,True,True,maintain,기본 품질 기준 충족
report/travel/pakistan-dera-ismail-khan.html,en,7384,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/dominican-samana.html,ja,3226,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/morocco-nador.html,ko,3497,7,True,True,maintain,기본 품질 기준 충족
report/travel/spain-santiago.html,en,6449,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/slovakia-prievidza.html,ja,2989,4,True,True,maintain,기본 품질 기준 충족
kor/report/travel/france-perpignan.html,ko,2304,6,True,True,maintain,기본 품질 기준 충족
report/travel/qatar-al-jazirah-al-suwaydi.html,en,7589,9,True,True,maintain,기본 품질 기준 충족
jp/report/travel/newzealand-napier.html,ja,3371,4,True,True,maintain,기본 품질 기준 충족
